title,url,clickedElementIDOrClass
考研政治 class:myAnswer shi1
考研政治 id:shiyi1Single class:choice-padding-top singleChoice
2023-11-02 08:18:57 考研英语http://192.168.100.200:250/eng class:closeComment
2023-11-02 08:19:03 考研英语http://192.168.100.200:250/eng class:comment
2023-11-02 08:19:05 考研英语http://192.168.100.200:250/eng class:comment
2023-11-02 08:19:07 考研英语http://192.168.100.200:250/eng class:closeComment
2023-11-02 08:19:11 考研英语http://192.168.100.200:250/eng class:essayPara
2023-11-02 08:19:13 考研英语http://192.168.100.200:250/eng class:essayPara
2023-11-02 08:20:01 考研英语http://192.168.100.200:250/eng id:username 
2023-11-02 08:20:09 考研英语http://192.168.100.200:250/eng id:passwordid 
2023-11-02 08:20:15 考研英语http://192.168.100.200:250/eng id:registerInLogin class:register
2023-11-02 08:20:18 考研英语http://192.168.100.200:250/eng id:submit 
2023-11-02 08:20:22 考研英语http://192.168.100.200:250/eng id:logout class:logout
2023-11-02 08:20:26 考研英语http://192.168.100.200:250/eng id:username 
2023-11-02 08:20:29 考研英语http://192.168.100.200:250/eng id:passwordid 
2023-11-02 08:20:33 考研英语http://192.168.100.200:250/eng id:submit 
2023-11-02 08:20:43 考研英语http://192.168.100.200:250/eng class:essayTitle
2023-11-02 08:20:46 考研英语http://192.168.100.200:250/eng class:essayPara
2023-11-02 08:20:49 考研英语http://192.168.100.200:250/eng class:essayPara
2023-11-02 08:20:52 考研英语http://192.168.100.200:250/eng class:essayPara
2023-11-02 08:20:55 考研英语http://192.168.100.200:250/eng class:essayPara
2023-11-02 08:20:57 考研英语http://192.168.100.200:250/eng class:essayPara
2023-11-02 08:21:00 考研英语http://192.168.100.200:250/eng class:seeMore
2023-11-02 08:21:09 考研英语http://192.168.100.200:250/eng class:seeMore
2023-11-02 08:21:25 考研政治http://192.168.100.200:250/poli id:shi1Single class:choice-padding-top singleChoice
2023-11-02 08:21:31 考研政治http://192.168.100.200:250/poli class:examTitle
2023-11-02 08:21:36 考研政治http://192.168.100.200:250/poli class:title
2023-11-02 08:21:39 考研政治http://192.168.100.200:250/poli id:shi1Score class:score
2023-11-02 08:21:42 考研政治http://192.168.100.200:250/poli id:shiyi1Single class:choice-padding-top singleChoice
2023-11-02 08:21:42 考研政治http://192.168.100.200:250/poli class:examTitle
2023-11-02 19:36:28 考研英语http://127.0.0.1:250/eng class:essayPara
2023-11-02 19:50:25 考研英语http://127.0.0.1:250/eng class:essayTitle
2023-11-02 19:50:35 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:50:37 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:51:57 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:52:07 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:52:09 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:52:11 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:52:13 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:52:33 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:52:40 2023国科大人工智能在职考研http://127.0.0.1:250/ai id:idChoice3 
2023-11-02 19:52:57 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:52:59 考研英语http://127.0.0.1:250/eng class:seeMore
2023-11-02 19:53:20 考研政治http://127.0.0.1:250/poli class:writtenTime
2023-11-02 19:53:20 考研政治http://127.0.0.1:250/poli class:examTitle
2023-11-03 04:55:04 考研英语http://127.0.0.1:250/eng class:comment
2023-11-03 04:59:54 考研英语http://127.0.0.1:250/eng class:closeComment
2023-11-03 05:03:43 考研英语http://127.0.0.1:250/eng id:logout class:logout
2023-11-03 05:03:44 考研英语http://127.0.0.1:250/eng id:submit 
2023-11-03 05:18:48 考研英语http://127.0.0.1:250/eng id:popTest 
2023-11-03 05:18:53 考研英语http://127.0.0.1:250/eng id:idChoice3 
2023-11-03 05:19:08 考研英语http://127.0.0.1:250/eng id:idChoice4 
2023-11-03 05:19:26 考研英语http://127.0.0.1:250/eng id:idChoice4 
2023-11-03 05:19:28 考研英语http://127.0.0.1:250/eng class:essayPara
2023-11-03 05:19:38 2023国科大人工智能在职考研http://127.0.0.1:250/ai id:idChoice3 
2023-11-03 05:19:40 2023国科大人工智能在职考研http://127.0.0.1:250/ai class:examTitle
2023-11-03 05:19:42 2023国科大人工智能在职考研http://127.0.0.1:250/ai class:examTitle
2023-11-03 05:19:43 2023国科大人工智能在职考研http://127.0.0.1:250/ai class:comment
2023-11-03 05:20:23 2023国科大人工智能在职考研 http://127.0.0.1:250/ai id:idChoice4 
2023-11-03 05:20:24 2023国科大人工智能在职考研 http://127.0.0.1:250/ai class:choiceQuestion
2023-11-03 05:20:59 2023考研数二学习笔记 http://127.0.0.1:250/math id:idChoice4 
2023-11-03 05:21:01 2023考研数二学习笔记 http://127.0.0.1:250/math class:closeComment
2023-11-03 05:37:15 2023考研数二学习笔记 http://127.0.0.1:250/math id:idChoice4 
